ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
5454,단행본,OKYA009095,(고종석의 언어학 강의)불순한 언어가 아름답다,고종석,로고폴리스,2015,701 고75ㅂ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,14500,9791186499184,701,🔵 언어,🗣️ 언어학,,,
5455,단행본,OKYA009094,말한다는 것,연규동 글 | 이지희 그림,너머학교,2016,701 연16ㅁ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,11000,9788994407470,701,🔵 언어,🗣️ 언어학,,,
5456,단행본,OKYA009093,지구촌 음악과 놀다,김선호,여행마인드,2015,670.4 김54ㅈ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,24000,9788988125373,670,🔴 예술,🎵 음악,📦 교양•기타,,
5457,단행본,OKYA009092,(조선의 아트저널리스트)김홍도,이재원,살림,2016,650.99 이73ㄱ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,20000,9788952233608,650,🔴 예술,🎨 회화•디자인,📦 교양•기타,,
5458,단행본,OKYA009091,10대처럼 들어라,박하재홍,슬로비,2016,673.5 박92ㅅ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,13000,9791187135036,673,🔴 예술,🎵 음악,🤵🏼‍♂️ 성악,,
5459,단행본,OKYA009090,"패션, 영화를 디자인하다",진경옥,산지니,2015,592.011 진14ㅍ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,20000,9791168611733,592,🟡 기술과학,🧵 생활과학,👗 의복,,
5460,단행본,OKYA009089,독특해도 괜찮아,배리 프리전트•톰 필즈메이어 글 | 김세영 옮김,예문아카이브,2016,598.15 프298ㄷ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,14500,9791163862567,598,🟡 기술과학,🧵 생활과학,👶 육아,,
5461,단행본,OKYA009088,"(대한민국의 과거, 현재, 미래)공업",배재용•김동회•심상준 글 | 홍순조 삽화,써네스트,2015,530.04 배73ㄱ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,12000,9791186430071,530,🟡 기술과학,🧱 토목•건축공학,📦 교양•기타,,
5462,단행본,OKYA009087,2035 미래기술 미래사회,이인식,김영사,2016,504 이68ㅇ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,15000,9788934973829,504,🟡 기술과학,📝 강연•수필•연설문집,,,
5463,단행본,OKYA009086,(한번 읽고 평생 써먹는)수학 상식 이야기,정경훈,살림Friends,2016,410 정14ㅅ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,13000,9788952234179,410,🟢 자연과학,🔢 수학,📦 교양•기타,,
5464,단행본,OKYA009085,프랑켄슈타인의 고양이,에밀리 앤더스 글 | 이은영 옮김,휴머니스트,2015,570.65 앤24ㅍ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,16000,9788958629597,570,🟡 기술과학,⚗️ 화학공학,📦 교양•기타,,
5465,단행본,OKYA009084,"우주의 빈자리, 암흑 물질과 암흑 에너지",이재원,컬처룩,2016,443.1 이73ㅇ,2017-04-19,2017-04-19,대출가능,도서관,,￦,기증,15000,9791185521442,443,🟢 자연과학,🔭 천문학,🌌 우주,,
